user_id,appointment_id,center_id,service_type,day_of_week,hour,previous_no_show_count,notification_sent,no_show
25193,3729,Center_4,إصدار,Mon,16,2,1,0
54864,3730,Center_2,توثيق,Sun,17,2,0,0
30307,3731,Center_3,إصدار,Fri,19,0,0,0
29611,3732,Center_3,بدل تالف,Sun,15,0,1,1
53791,3733,Center_2,تجديد,Mon,17,1,1,0
21950,3734,Center_4,توثيق,Tue,8,3,0,1
86240,3735,Center_3,تجديد,Wed,15,1,1,0
87403,3736,Center_2,توثيق,Wed,15,1,1,0
12745,3737,Center_2,تجديد,Wed,20,1,0,1
65243,3738,Center_2,إصدار,Thu,17,3,0,1
13866,3739,Center_1,تجديد,Sun,17,0,1,0
42245,3740,Center_4,توثيق,Thu,20,0,0,0
54724,3741,Center_2,إصدار,Mon,10,0,0,1
81354,3742,Center_4,توثيق,Sun,16,1,0,1
61374,3743,Center_3,بدل تالف,Tue,15,3,1,1
40116,3744,Center_1,توثيق,Thu,17,1,1,0
91029,3745,Center_2,توثيق,Sat,14,0,0,0
30447,3746,Center_2,إصدار,Sun,9,2,0,0
40431,3747,Center_2,توثيق,Tue,8,2,1,0
27908,3748,Center_3,بدل تالف,Fri,12,2,1,0
39336,3749,Center_1,بدل تالف,Tue,8,2,1,0
50992,3750,Center_4,إصدار,Tue,11,0,1,0
65350,3751,Center_4,بدل تالف,Sat,11,0,0,1
79561,3752,Center_4,إصدار,Wed,21,1,0,1
61955,3753,Center_4,تجديد,Mon,9,2,1,0
71240,3754,Center_4,توثيق,Sun,11,0,0,0
30093,3755,Center_4,توثيق,Sat,8,1,1,0
16155,3756,Center_4,توثيق,Tue,9,0,1,0
56607,3757,Center_1,توثيق,Sat,19,2,1,0
43487,3758,Center_1,إصدار,Sun,15,2,1,0
65668,3759,Center_3,توثيق,Mon,20,1,1,0
30963,3760,Center_2,بدل تالف,Sun,11,2,1,0
60124,3761,Center_1,بدل تالف,Fri,20,0,0,0
62870,3762,Center_2,تجديد,Thu,11,1,0,1
66547,3763,Center_3,إصدار,Sat,20,0,1,0
74110,3764,Center_1,تجديد,Thu,15,1,1,0
63554,3765,Center_3,توثيق,Tue,16,4,1,0
30936,3766,Center_1,بدل تالف,Thu,15,0,1,0
14426,3767,Center_1,إصدار,Tue,8,4,1,0
98839,3768,Center_4,بدل تالف,Wed,18,0,1,0
37606,3769,Center_2,إصدار,Wed,15,1,1,0
57832,3770,Center_3,تجديد,Mon,16,0,1,0
38151,3771,Center_4,توثيق,Mon,11,1,1,0
89303,3772,Center_1,تجديد,Thu,21,1,1,1
21308,3773,Center_1,توثيق,Thu,15,0,0,0
72522,3774,Center_3,بدل تالف,Wed,17,0,1,0
55671,3775,Center_2,تجديد,Wed,12,3,1,1
12204,3776,Center_3,تجديد,Sun,8,2,1,1
97265,3777,Center_1,بدل تالف,Sun,14,1,1,0
41131,3778,Center_4,بدل تالف,Thu,9,2,1,0
62428,3779,Center_3,بدل تالف,Tue,21,0,0,1
43870,3780,Center_4,إصدار,Fri,12,1,0,1
59067,3781,Center_2,بدل تالف,Thu,20,0,1,0
68585,3782,Center_2,إصدار,Tue,20,1,0,0
31607,3783,Center_4,بدل تالف,Wed,8,0,1,0
34968,3784,Center_2,إصدار,Sun,12,2,1,0
21908,3785,Center_4,بدل تالف,Wed,18,1,1,0
36423,3786,Center_4,إصدار,Wed,13,0,1,0
84707,3787,Center_4,توثيق,Mon,21,1,1,0
88257,3788,Center_2,توثيق,Wed,16,4,0,0
71215,3789,Center_4,تجديد,Tue,21,2,1,0
65835,3790,Center_2,بدل تالف,Mon,17,1,1,1
59429,3791,Center_4,بدل تالف,Sun,10,1,0,0
92152,3792,Center_4,إصدار,Tue,10,1,1,0
48458,3793,Center_2,تجديد,Sat,8,0,1,0
56169,3794,Center_4,توثيق,Sun,13,0,0,0
17659,3795,Center_4,تجديد,Thu,20,1,1,0
70614,3796,Center_2,إصدار,Sat,18,1,1,0
87240,3797,Center_1,بدل تالف,Tue,11,1,1,0
42793,3798,Center_3,تجديد,Sun,9,1,1,0
56473,3799,Center_2,بدل تالف,Sat,11,1,0,0
99388,3800,Center_4,توثيق,Sat,16,1,0,0
98330,3801,Center_3,إصدار,Sun,10,2,1,0
65751,3802,Center_3,بدل تالف,Wed,15,1,1,1
88915,3803,Center_4,تجديد,Fri,12,0,1,0
64254,3804,Center_4,إصدار,Tue,21,1,1,1
17006,3805,Center_1,توثيق,Tue,12,1,1,0
84218,3806,Center_4,تجديد,Mon,18,1,1,1
75344,3807,Center_3,بدل تالف,Sun,18,1,0,0
43840,3808,Center_4,بدل تالف,Tue,14,0,1,0
42430,3809,Center_3,إصدار,Sat,12,0,1,0
33091,3810,Center_2,توثيق,Sun,14,2,1,0
42983,3811,Center_2,تجديد,Thu,9,1,0,1
33989,3812,Center_3,توثيق,Sat,8,2,0,0
85451,3813,Center_2,تجديد,Sun,17,2,1,0
28990,3814,Center_1,تجديد,Sat,14,2,1,0
90360,3815,Center_3,إصدار,Sat,12,1,1,0
46081,3816,Center_3,بدل تالف,Sun,14,1,0,0
21033,3817,Center_4,بدل تالف,Mon,8,2,1,0
26241,3818,Center_1,بدل تالف,Fri,14,1,0,1
15939,3819,Center_4,توثيق,Fri,8,3,1,1
57562,3820,Center_1,تجديد,Sat,20,1,0,0
45063,3821,Center_1,إصدار,Sun,20,2,1,0
86721,3822,Center_1,توثيق,Wed,10,1,1,0
37045,3823,Center_3,تجديد,Thu,10,1,0,1
54769,3824,Center_2,إصدار,Wed,10,0,1,0
57118,3825,Center_2,تجديد,Thu,12,0,0,0
94703,3826,Center_4,إصدار,Fri,9,3,1,0
31625,3827,Center_4,توثيق,Fri,8,1,1,0
37076,3828,Center_2,تجديد,Fri,13,3,1,0
74805,3829,Center_2,تجديد,Mon,17,1,1,0
54605,3830,Center_1,توثيق,Sun,19,2,1,0
94565,3831,Center_4,إصدار,Thu,17,3,0,0
98509,3832,Center_4,بدل تالف,Mon,19,2,1,1
49121,3833,Center_4,بدل تالف,Thu,11,1,1,0
75101,3834,Center_4,إصدار,Sat,8,2,1,0
41433,3835,Center_2,إصدار,Thu,16,1,0,0
53309,3836,Center_2,بدل تالف,Thu,14,1,1,0
77468,3837,Center_3,تجديد,Wed,13,1,1,1
54254,3838,Center_3,توثيق,Mon,11,2,0,0
77293,3839,Center_2,بدل تالف,Sat,20,2,1,1
47853,3840,Center_1,إصدار,Fri,14,0,0,0
48405,3841,Center_2,تجديد,Wed,19,1,1,0
76652,3842,Center_1,إصدار,Mon,14,0,1,0
53527,3843,Center_4,بدل تالف,Sat,18,2,1,0
87227,3844,Center_3,توثيق,Thu,15,1,1,0
10492,3845,Center_1,توثيق,Tue,16,2,1,0
18811,3846,Center_4,تجديد,Wed,17,0,1,0
34272,3847,Center_2,توثيق,Sat,8,0,0,1
82010,3848,Center_3,بدل تالف,Fri,20,3,1,0
57153,3849,Center_2,بدل تالف,Tue,10,1,1,0
64110,3850,Center_4,بدل تالف,Mon,13,2,0,0
23979,3851,Center_4,تجديد,Tue,12,1,1,0
38328,3852,Center_2,بدل تالف,Thu,17,4,0,0
22867,3853,Center_4,توثيق,Wed,16,4,0,1
69234,3854,Center_4,تجديد,Sun,17,0,1,1
35851,3855,Center_1,بدل تالف,Mon,18,1,1,0
41279,3856,Center_2,بدل تالف,Tue,9,1,1,0
83402,3857,Center_2,إصدار,Sat,11,0,1,0
25449,3858,Center_3,بدل تالف,Sun,18,0,1,0
86221,3859,Center_1,تجديد,Sun,20,3,1,0
99080,3860,Center_1,إصدار,Mon,12,0,1,0
15451,3861,Center_4,تجديد,Tue,13,2,1,0
97178,3862,Center_3,بدل تالف,Wed,17,3,1,0
51316,3863,Center_3,توثيق,Tue,10,1,0,0
73064,3864,Center_1,إصدار,Tue,9,1,1,0
73761,3865,Center_3,إصدار,Mon,19,1,1,0
48870,3866,Center_1,إصدار,Mon,18,1,1,0
40873,3867,Center_3,تجديد,Sat,15,0,0,0
68627,3868,Center_1,إصدار,Wed,16,2,0,0
76155,3869,Center_1,توثيق,Fri,20,0,0,1
35372,3870,Center_4,توثيق,Mon,9,0,1,0
13642,3871,Center_4,إصدار,Sat,19,3,1,0
38001,3872,Center_3,تجديد,Thu,20,0,1,0
44064,3873,Center_4,تجديد,Sun,10,1,0,0
24122,3874,Center_2,تجديد,Sat,13,1,1,1
34820,3875,Center_2,بدل تالف,Wed,12,0,1,0
78431,3876,Center_3,تجديد,Sat,15,0,0,0
65745,3877,Center_1,تجديد,Thu,12,1,0,0
60081,3878,Center_4,إصدار,Sat,16,0,1,1
80902,3879,Center_3,بدل تالف,Mon,8,0,1,0
18711,3880,Center_2,إصدار,Wed,19,1,1,0
95132,3881,Center_1,تجديد,Sat,19,2,1,0
28793,3882,Center_4,تجديد,Fri,13,0,1,0
18199,3883,Center_1,إصدار,Tue,14,1,1,1
86253,3884,Center_1,بدل تالف,Sat,9,5,0,1
46191,3885,Center_4,بدل تالف,Fri,13,0,0,1
20211,3886,Center_4,إصدار,Sun,8,2,1,1
73069,3887,Center_2,تجديد,Sun,21,1,0,1
98896,3888,Center_2,بدل تالف,Sat,10,1,0,0
66746,3889,Center_1,بدل تالف,Thu,21,0,1,0
31542,3890,Center_1,توثيق,Sat,9,0,0,0
41312,3891,Center_2,إصدار,Tue,14,1,0,1
55242,3892,Center_2,بدل تالف,Sat,18,2,1,0
97893,3893,Center_1,توثيق,Mon,16,2,1,0
65388,3894,Center_3,توثيق,Fri,10,0,0,0
37691,3895,Center_3,توثيق,Wed,10,1,1,0
87960,3896,Center_3,تجديد,Thu,16,0,1,0
94388,3897,Center_4,إصدار,Tue,16,1,1,0
32601,3898,Center_2,بدل تالف,Sat,20,0,0,1
28020,3899,Center_3,توثيق,Thu,15,1,0,0
18155,3900,Center_3,تجديد,Mon,10,1,1,0
79119,3901,Center_2,تجديد,Thu,17,1,1,0
91051,3902,Center_4,إصدار,Sat,13,1,1,0
46777,3903,Center_3,إصدار,Tue,11,1,1,1
29710,3904,Center_4,تجديد,Tue,13,1,1,0
34532,3905,Center_4,تجديد,Sun,15,1,1,0
28601,3906,Center_1,توثيق,Sun,12,0,1,0
73227,3907,Center_2,توثيق,Sat,21,0,1,0
14967,3908,Center_1,بدل تالف,Fri,11,2,0,0
94289,3909,Center_3,توثيق,Wed,17,2,1,0
30022,3910,Center_1,توثيق,Mon,9,1,1,0
53463,3911,Center_2,توثيق,Sun,8,1,1,0
84671,3912,Center_4,بدل تالف,Fri,18,3,1,0
15722,3913,Center_4,بدل تالف,Sun,8,0,0,0
37413,3914,Center_3,بدل تالف,Fri,18,3,1,1
91050,3915,Center_2,بدل تالف,Wed,20,0,0,1
95867,3916,Center_4,توثيق,Thu,16,1,1,0
93596,3917,Center_3,إصدار,Tue,16,1,1,0
76732,3918,Center_2,بدل تالف,Sat,17,2,1,0
22297,3919,Center_2,بدل تالف,Sat,18,1,0,0
78323,3920,Center_1,بدل تالف,Mon,9,1,0,1
33816,3921,Center_4,توثيق,Wed,8,1,1,1
50695,3922,Center_2,تجديد,Fri,18,0,1,0
29702,3923,Center_4,توثيق,Fri,18,0,0,1
35242,3924,Center_4,بدل تالف,Thu,13,1,0,0
65841,3925,Center_2,توثيق,Wed,12,2,1,1
77712,3926,Center_4,إصدار,Wed,9,0,0,0
95663,3927,Center_1,توثيق,Tue,21,2,0,0
63574,3928,Center_3,تجديد,Wed,12,1,1,0
95744,3929,Center_3,تجديد,Tue,21,3,1,1
38482,3930,Center_2,بدل تالف,Sat,9,1,1,0
19171,3931,Center_1,تجديد,Fri,9,1,1,1
13696,3932,Center_3,بدل تالف,Fri,14,1,0,0
30058,3933,Center_1,توثيق,Tue,18,1,1,0
30313,3934,Center_2,توثيق,Sat,15,0,0,0
29149,3935,Center_1,بدل تالف,Fri,18,0,1,0
63521,3936,Center_2,بدل تالف,Mon,19,6,1,0
55740,3937,Center_3,توثيق,Wed,16,0,1,0
14956,3938,Center_3,إصدار,Mon,12,0,0,0
85731,3939,Center_3,تجديد,Wed,19,0,0,0
92612,3940,Center_3,تجديد,Thu,12,0,0,0
76641,3941,Center_4,تجديد,Mon,20,0,0,1
73811,3942,Center_1,تجديد,Sun,15,2,0,1
62160,3943,Center_1,توثيق,Sun,8,0,1,0
61313,3944,Center_1,تجديد,Tue,20,1,1,0
73232,3945,Center_2,توثيق,Thu,12,0,1,0
25417,3946,Center_3,بدل تالف,Mon,21,1,1,0
34729,3947,Center_3,توثيق,Wed,18,0,1,0
40099,3948,Center_4,بدل تالف,Sat,18,0,1,0
39961,3949,Center_4,بدل تالف,Tue,18,1,1,0
22602,3950,Center_3,إصدار,Thu,16,1,1,0
19256,3951,Center_1,إصدار,Tue,18,1,1,0
96120,3952,Center_1,إصدار,Thu,19,1,1,1
44681,3953,Center_3,إصدار,Sun,11,1,0,1
97440,3954,Center_2,تجديد,Thu,11,1,1,0
74789,3955,Center_1,إصدار,Mon,16,2,1,0
53361,3956,Center_3,تجديد,Mon,14,2,0,1
74503,3957,Center_3,تجديد,Thu,9,1,1,1
44540,3958,Center_4,تجديد,Tue,9,2,1,0
36536,3959,Center_4,بدل تالف,Fri,15,1,0,0
94700,3960,Center_3,بدل تالف,Sun,11,0,0,0
73043,3961,Center_2,تجديد,Sat,17,1,0,0
88532,3962,Center_3,إصدار,Sun,12,2,0,0
66575,3963,Center_1,تجديد,Mon,8,3,0,1
12871,3964,Center_2,بدل تالف,Sat,11,1,1,0
56002,3965,Center_2,إصدار,Fri,13,0,1,0
59812,3966,Center_4,بدل تالف,Fri,19,0,1,1
32626,3967,Center_3,إصدار,Tue,14,1,1,0
69979,3968,Center_4,بدل تالف,Fri,19,0,1,0
86057,3969,Center_1,تجديد,Sat,20,3,1,1
76668,3970,Center_4,توثيق,Tue,21,3,0,1
90070,3971,Center_1,توثيق,Sun,18,1,0,1
99390,3972,Center_3,بدل تالف,Sat,19,0,0,0
52998,3973,Center_3,إصدار,Wed,13,3,0,0
73814,3974,Center_4,بدل تالف,Mon,9,0,1,0
55607,3975,Center_4,توثيق,Tue,18,0,1,0
17812,3976,Center_4,إصدار,Sat,20,0,0,1
71844,3977,Center_1,بدل تالف,Sat,14,1,1,0
80093,3978,Center_2,توثيق,Fri,19,3,0,1
12179,3979,Center_2,بدل تالف,Thu,18,1,0,0
53798,3980,Center_4,تجديد,Wed,11,2,1,0
84601,3981,Center_4,إصدار,Fri,19,1,0,1
18275,3982,Center_3,إصدار,Thu,14,1,0,1
60574,3983,Center_4,تجديد,Thu,20,0,1,0
57857,3984,Center_3,توثيق,Thu,17,0,0,0
30700,3985,Center_1,بدل تالف,Sun,20,3,1,1
49464,3986,Center_1,توثيق,Wed,20,3,0,0
52351,3987,Center_1,إصدار,Sat,9,0,1,0
92534,3988,Center_1,توثيق,Mon,10,1,1,0
23869,3989,Center_4,إصدار,Sat,12,0,0,0
70315,3990,Center_4,إصدار,Sat,11,1,0,1
30954,3991,Center_3,تجديد,Sat,12,1,1,0
41555,3992,Center_4,تجديد,Thu,17,1,1,0
73353,3993,Center_3,إصدار,Wed,18,1,1,0
92190,3994,Center_1,بدل تالف,Fri,17,2,1,0
55026,3995,Center_3,بدل تالف,Wed,11,0,1,0
56976,3996,Center_3,تجديد,Tue,10,0,1,0
90578,3997,Center_4,بدل تالف,Tue,12,0,1,0
55095,3998,Center_1,تجديد,Thu,10,1,1,0
24270,3999,Center_2,إصدار,Fri,14,1,1,0
40908,4000,Center_4,إصدار,Thu,12,0,1,0
25523,4001,Center_4,إصدار,Tue,12,3,1,0
72433,4002,Center_2,تجديد,Sat,16,3,0,0
57068,4003,Center_1,بدل تالف,Tue,12,1,0,1
29991,4004,Center_2,إصدار,Fri,12,2,1,0
20775,4005,Center_3,توثيق,Tue,20,1,1,0
87801,4006,Center_2,بدل تالف,Sun,8,1,1,0
94995,4007,Center_1,بدل تالف,Thu,10,0,0,0
71250,4008,Center_1,تجديد,Thu,8,1,1,0
26673,4009,Center_2,تجديد,Wed,13,1,0,0
37056,4010,Center_4,بدل تالف,Tue,9,0,0,0
16614,4011,Center_2,بدل تالف,Wed,12,0,1,0
17415,4012,Center_3,إصدار,Mon,16,0,0,0
98691,4013,Center_2,إصدار,Thu,13,1,1,0
53884,4014,Center_2,توثيق,Sun,14,1,1,0
26964,4015,Center_2,إصدار,Mon,16,0,0,0
47726,4016,Center_3,بدل تالف,Thu,13,0,1,0
47044,4017,Center_2,تجديد,Wed,18,1,1,1
67149,4018,Center_4,توثيق,Wed,18,2,1,0
47544,4019,Center_3,بدل تالف,Mon,14,0,1,0
59976,4020,Center_4,توثيق,Tue,21,1,1,0
42252,4021,Center_3,توثيق,Sun,10,2,0,0
13832,4022,Center_1,توثيق,Wed,11,1,1,0
90437,4023,Center_1,إصدار,Sat,10,2,1,0
44148,4024,Center_3,إصدار,Sun,13,0,1,0
71240,4025,Center_3,تجديد,Mon,12,1,0,0
98454,4026,Center_3,بدل تالف,Wed,8,1,1,1
95076,4027,Center_1,توثيق,Wed,17,0,0,0
87116,4028,Center_3,إصدار,Thu,17,3,0,0
63459,4029,Center_1,تجديد,Mon,14,4,0,0
48402,4030,Center_1,إصدار,Sat,9,0,1,0
67727,4031,Center_3,تجديد,Thu,12,1,1,0
48578,4032,Center_3,بدل تالف,Sat,16,0,1,0
32318,4033,Center_3,توثيق,Wed,11,3,1,0
85715,4034,Center_1,تجديد,Tue,13,2,1,1
87787,4035,Center_2,توثيق,Sat,11,0,0,0
95029,4036,Center_3,بدل تالف,Sat,18,1,1,1
30466,4037,Center_2,بدل تالف,Fri,14,0,1,1
55475,4038,Center_2,إصدار,Tue,19,1,1,0
70142,4039,Center_2,بدل تالف,Fri,16,2,0,0
95160,4040,Center_4,توثيق,Thu,18,1,1,0
36564,4041,Center_2,إصدار,Sat,20,2,0,1
32412,4042,Center_2,توثيق,Tue,13,1,1,0
61001,4043,Center_1,إصدار,Fri,21,0,1,0
67649,4044,Center_4,توثيق,Mon,21,0,1,0
70957,4045,Center_1,بدل تالف,Thu,17,1,1,0
45517,4046,Center_1,تجديد,Sun,17,1,1,0
23156,4047,Center_2,بدل تالف,Sun,18,3,1,0
33064,4048,Center_1,توثيق,Mon,10,1,1,0
35711,4049,Center_3,بدل تالف,Sat,18,1,1,0
40106,4050,Center_2,تجديد,Sun,15,1,1,0
75458,4051,Center_3,توثيق,Mon,16,2,1,1
26589,4052,Center_2,توثيق,Sun,18,3,0,1
99272,4053,Center_2,إصدار,Sat,8,0,1,1
96511,4054,Center_2,إصدار,Thu,18,1,0,0
17214,4055,Center_4,بدل تالف,Tue,15,2,1,0
95731,4056,Center_2,تجديد,Fri,13,0,0,0
37127,4057,Center_3,تجديد,Mon,8,0,1,1
15141,4058,Center_2,تجديد,Thu,16,2,1,0
38884,4059,Center_2,تجديد,Sun,19,0,1,1
12708,4060,Center_1,توثيق,Sat,19,0,1,1
28375,4061,Center_2,بدل تالف,Thu,18,2,0,0
25088,4062,Center_2,توثيق,Sun,18,1,1,0
67615,4063,Center_2,بدل تالف,Sat,8,1,1,0
55046,4064,Center_2,إصدار,Sat,15,0,1,0
20014,4065,Center_2,تجديد,Sat,8,3,1,1
74425,4066,Center_2,بدل تالف,Sat,19,2,0,0
13273,4067,Center_4,توثيق,Mon,15,1,1,0
57135,4068,Center_3,توثيق,Thu,20,1,1,1
40881,4069,Center_4,توثيق,Tue,9,0,1,0
88077,4070,Center_3,توثيق,Mon,9,0,1,1
18712,4071,Center_4,بدل تالف,Sun,20,3,1,0
84704,4072,Center_2,تجديد,Mon,20,1,1,0
62874,4073,Center_4,توثيق,Mon,17,1,0,0
79087,4074,Center_3,تجديد,Sun,15,0,1,0
22297,4075,Center_1,إصدار,Tue,11,1,1,0
37128,4076,Center_1,تجديد,Mon,14,1,1,0
78368,4077,Center_2,إصدار,Sat,17,1,0,0
97599,4078,Center_2,إصدار,Mon,20,2,1,0
98499,4079,Center_3,تجديد,Fri,17,1,0,1
88958,4080,Center_1,تجديد,Sun,17,1,1,0
42920,4081,Center_2,بدل تالف,Fri,12,0,1,0
21156,4082,Center_4,توثيق,Tue,19,3,0,1
21108,4083,Center_4,تجديد,Fri,9,1,1,0
41845,4084,Center_1,تجديد,Mon,18,1,0,1
12800,4085,Center_3,إصدار,Mon,18,2,1,0
52712,4086,Center_2,تجديد,Fri,9,2,1,0
12610,4087,Center_2,توثيق,Sun,20,0,1,0
87603,4088,Center_2,بدل تالف,Wed,15,2,0,0
43872,4089,Center_1,توثيق,Wed,10,1,0,1
20728,4090,Center_4,توثيق,Thu,17,2,1,0
30583,4091,Center_3,بدل تالف,Fri,15,0,1,0
95774,4092,Center_1,تجديد,Mon,20,0,0,0
17263,4093,Center_1,تجديد,Thu,10,3,0,1
77450,4094,Center_2,إصدار,Sat,19,2,0,1
99285,4095,Center_4,تجديد,Mon,12,0,1,0
29456,4096,Center_3,إصدار,Thu,10,2,1,0
75942,4097,Center_3,تجديد,Fri,8,1,1,0
23689,4098,Center_2,إصدار,Wed,21,2,1,0
42934,4099,Center_3,بدل تالف,Mon,16,1,1,0
43276,4100,Center_4,تجديد,Sat,12,1,1,0
29873,4101,Center_2,تجديد,Tue,10,2,1,0
23050,4102,Center_2,توثيق,Mon,11,2,1,0
76216,4103,Center_4,إصدار,Sun,20,0,1,0
94444,4104,Center_3,إصدار,Sat,20,1,1,0
94040,4105,Center_4,توثيق,Mon,19,1,1,0
31644,4106,Center_3,تجديد,Wed,13,0,0,0
72021,4107,Center_3,إصدار,Thu,15,3,1,1
47125,4108,Center_3,تجديد,Mon,9,1,1,0
76899,4109,Center_4,بدل تالف,Thu,9,3,1,1
52291,4110,Center_4,إصدار,Wed,19,2,1,0
45060,4111,Center_1,تجديد,Fri,19,2,0,0
11538,4112,Center_4,بدل تالف,Sun,10,3,1,0
46176,4113,Center_2,تجديد,Tue,19,2,0,0
51520,4114,Center_2,تجديد,Wed,13,1,0,0
35675,4115,Center_2,بدل تالف,Mon,16,1,0,0
28287,4116,Center_2,إصدار,Sun,16,1,1,0
10174,4117,Center_1,توثيق,Sat,17,0,1,1
44998,4118,Center_4,توثيق,Mon,16,2,1,0
63312,4119,Center_4,بدل تالف,Thu,16,1,1,0
22112,4120,Center_3,تجديد,Fri,13,1,0,1
85225,4121,Center_4,توثيق,Fri,18,0,1,0
54814,4122,Center_3,بدل تالف,Thu,17,4,1,0
95091,4123,Center_3,توثيق,Fri,10,3,1,1
60719,4124,Center_2,تجديد,Thu,12,1,1,1
43919,4125,Center_1,بدل تالف,Fri,13,1,0,1
83155,4126,Center_1,إصدار,Sat,16,0,0,0
81569,4127,Center_4,بدل تالف,Thu,16,0,1,0
51328,4128,Center_3,بدل تالف,Thu,10,2,1,1
80482,4129,Center_2,توثيق,Wed,20,0,0,0
34618,4130,Center_3,توثيق,Thu,14,2,1,0
44675,4131,Center_2,إصدار,Fri,21,1,0,0
28919,4132,Center_3,توثيق,Sun,16,1,1,0
14173,4133,Center_4,توثيق,Fri,19,2,1,0
36400,4134,Center_4,توثيق,Tue,10,2,1,0
60445,4135,Center_3,تجديد,Mon,17,0,0,0
80305,4136,Center_1,بدل تالف,Sun,12,4,1,0
47564,4137,Center_2,توثيق,Sun,21,3,1,1
55814,4138,Center_1,تجديد,Tue,8,0,0,0
89747,4139,Center_1,بدل تالف,Thu,16,3,1,0
98791,4140,Center_3,إصدار,Wed,17,2,1,0
37962,4141,Center_2,بدل تالف,Thu,8,0,0,0
94892,4142,Center_2,تجديد,Thu,11,1,1,0
95842,4143,Center_4,تجديد,Tue,21,2,1,0
80533,4144,Center_3,إصدار,Tue,11,2,1,0
66184,4145,Center_3,تجديد,Fri,15,0,1,1
92912,4146,Center_3,إصدار,Tue,12,2,1,0
20578,4147,Center_4,إصدار,Thu,19,0,1,0
28624,4148,Center_4,تجديد,Sat,20,1,0,0
49194,4149,Center_2,تجديد,Fri,20,0,1,1
10389,4150,Center_4,توثيق,Fri,10,1,1,0
77391,4151,Center_3,توثيق,Thu,8,2,1,0
23794,4152,Center_3,إصدار,Mon,8,1,1,0
68002,4153,Center_1,تجديد,Tue,11,0,1,0
45531,4154,Center_4,توثيق,Mon,14,0,1,0
62815,4155,Center_3,توثيق,Thu,15,1,0,0
14986,4156,Center_3,توثيق,Thu,8,0,1,0
42298,4157,Center_2,توثيق,Tue,20,1,1,0
11481,4158,Center_4,إصدار,Wed,15,1,0,1
66408,4159,Center_3,بدل تالف,Wed,12,1,0,1
79267,4160,Center_2,تجديد,Tue,13,1,0,0
26835,4161,Center_1,تجديد,Sun,21,0,0,0
37798,4162,Center_1,توثيق,Mon,15,0,0,0
74887,4163,Center_2,إصدار,Wed,17,0,0,0
29477,4164,Center_4,بدل تالف,Sat,8,2,0,0
27266,4165,Center_3,بدل تالف,Sun,8,2,1,0
96328,4166,Center_4,تجديد,Fri,15,1,0,0
95988,4167,Center_2,إصدار,Wed,21,0,1,0
53526,4168,Center_3,إصدار,Sun,19,2,1,0
21889,4169,Center_3,تجديد,Thu,15,1,1,0
34335,4170,Center_3,بدل تالف,Mon,11,2,0,0
21254,4171,Center_4,إصدار,Thu,18,2,0,0
96610,4172,Center_4,توثيق,Thu,19,0,0,1
21442,4173,Center_2,إصدار,Sun,20,2,1,0
56289,4174,Center_1,تجديد,Sat,12,2,0,0
63747,4175,Center_2,تجديد,Fri,16,1,1,1
47327,4176,Center_3,توثيق,Sun,21,1,1,1
26199,4177,Center_2,بدل تالف,Thu,9,0,1,0
82827,4178,Center_1,بدل تالف,Fri,21,1,1,1
10112,4179,Center_2,توثيق,Wed,8,2,0,0
97051,4180,Center_1,إصدار,Fri,14,3,1,0
29581,4181,Center_1,تجديد,Sat,17,0,0,0
69722,4182,Center_3,توثيق,Thu,11,0,1,0
26523,4183,Center_1,تجديد,Mon,14,2,1,0
76960,4184,Center_4,تجديد,Wed,18,0,1,0
29552,4185,Center_2,توثيق,Mon,10,1,1,0
20808,4186,Center_2,بدل تالف,Thu,18,0,1,0
82525,4187,Center_4,بدل تالف,Tue,11,3,0,0
33620,4188,Center_4,توثيق,Wed,17,1,1,0
10887,4189,Center_3,توثيق,Sun,15,3,0,1
41802,4190,Center_2,إصدار,Mon,8,1,1,0
95024,4191,Center_4,توثيق,Sun,21,1,1,0
91938,4192,Center_3,تجديد,Fri,14,2,0,1
96741,4193,Center_2,بدل تالف,Fri,14,3,1,0
36049,4194,Center_2,تجديد,Thu,13,2,1,0
87789,4195,Center_4,بدل تالف,Sat,18,1,1,0
94526,4196,Center_1,تجديد,Mon,8,1,1,0
17846,4197,Center_1,توثيق,Mon,18,0,1,0
56220,4198,Center_4,توثيق,Sat,17,0,0,0
56163,4199,Center_1,إصدار,Sat,11,2,1,0
13765,4200,Center_2,بدل تالف,Sat,15,1,0,0
91486,4201,Center_3,توثيق,Thu,9,3,1,1
55270,4202,Center_3,بدل تالف,Sat,17,1,0,0
85277,4203,Center_4,توثيق,Fri,20,2,1,0
98278,4204,Center_3,إصدار,Tue,18,1,1,1
32931,4205,Center_4,توثيق,Mon,9,0,1,0
99116,4206,Center_1,توثيق,Thu,12,1,0,0
65633,4207,Center_2,إصدار,Thu,8,4,0,0
90702,4208,Center_1,تجديد,Fri,15,0,1,0
61913,4209,Center_4,بدل تالف,Tue,17,1,1,0
35991,4210,Center_2,تجديد,Fri,11,0,1,0
64845,4211,Center_2,تجديد,Tue,13,4,1,0
65312,4212,Center_2,تجديد,Fri,20,1,0,1
20561,4213,Center_1,بدل تالف,Sun,13,2,0,0
26901,4214,Center_2,إصدار,Mon,21,2,1,0
72875,4215,Center_1,توثيق,Mon,11,1,0,0
35917,4216,Center_1,توثيق,Thu,12,2,1,0
72120,4217,Center_2,تجديد,Mon,18,2,0,0
